,jid,spg_number,spg_symbol,formula,formation_energy_peratom,func,optb88vdw_bandgap
38163,JVASP-32731,12,C2/m,CrBr2,-0.62168,OptB88vdW,0.183
38164,JVASP-33837,194,P6_3/mmc,TbI3,-1.33963,OptB88vdW,1.691
38165,JVASP-37011,216,F-43m,TiN,-1.58151,OptB88vdW,0
38166,JVASP-35189,61,Pbca,Zn2SiO4,-2.01159,OptB88vdW,2.681
38167,JVASP-36846,15,C2/c,RbAgO2,-0.79816,OptB88vdW,1.249
38168,JVASP-37356,225,Fm-3m,TbTmHg2,-0.38264,OptB88vdW,0
38169,JVASP-36963,148,R-3,RbOsO3,-1.36484,OptB88vdW,0
38170,JVASP-36801,15,C2/c,AgClO2,-0.15076,OptB88vdW,0.701
38171,JVASP-37412,225,Fm-3m,TbLuHg2,-0.37761,OptB88vdW,0
38172,JVASP-29404,14,P2_1/c,Hg3SbAsS3,-0.05355,OptB88vdW,1.41
38173,JVASP-36964,63,Cmcm,RbPbBr3,-1.35013,OptB88vdW,2.883
38174,JVASP-38893,225,Fm-3m,MgSc2In,-0.3,OptB88vdW,0
38175,JVASP-37510,225,Fm-3m,Yb3Os,0.01062,OptB88vdW,0
38176,JVASP-37108,166,R-3m,RuC,0.33359,OptB88vdW,0
38177,JVASP-36851,166,R-3m,CoAuO2,-0.86365,OptB88vdW,0.105
38178,JVASP-36965,63,Cmcm,RbPbCl3,-1.58227,OptB88vdW,3.323
38179,JVASP-29546,186,P6_3mc,CrI2,0.19712,OptB88vdW,0
38180,JVASP-33838,194,P6_3/mmc,TbBr3,-1.84226,OptB88vdW,2.511
38181,JVASP-36855,194,P6_3/mmc,VCuO2,-1.7435,OptB88vdW,0
38182,JVASP-31979,8,Cm,SiH2O,-0.40041,OptB88vdW,0
38183,JVASP-29582,51,Pmma,CdHgAsBr,-0.24944,OptB88vdW,0.951
38184,JVASP-37067,166,R-3m,TbTlTe2,-1.08812,OptB88vdW,0.663
38185,JVASP-30256,59,Pmmn,CrOF,-1.99219,OptB88vdW,0
38186,JVASP-36898,160,R3m,LiSnCl3,-1.38586,OptB88vdW,3.727
38187,JVASP-37109,194,P6_3/mmc,RhN,0.63186,OptB88vdW,0
38188,JVASP-37877,194,P6_3/mmc,Au3S,0.30412,OptB88vdW,0
38189,JVASP-28825,156,P3m1,MoW3Se4S4,-0.69566,OptB88vdW,0.694
38190,JVASP-35190,127,P4/mbm,SrZrO3,-3.56412,OptB88vdW,3.381
38191,JVASP-37414,225,Fm-3m,TaW3,-0.5064,OptB88vdW,0
38192,JVASP-37511,225,Fm-3m,Yb3Mg,-0.00491,OptB88vdW,0
38193,JVASP-29961,1,P1,NdPb8F19,-2.72002,OptB88vdW,3.709
38194,JVASP-37012,63,Cmcm,TmGe,-0.85258,OptB88vdW,0
38195,JVASP-37110,131,P4_2/mmc,ReN,0.28628,OptB88vdW,0
38196,JVASP-37878,186,P6_3mc,AuS,0.20201,OptB88vdW,0
38197,JVASP-30257,40,Ama2,VOF3,-2.69634,OptB88vdW,2.734
38198,JVASP-37068,38,Amm2,TbFeC2,-0.35851,OptB88vdW,0
38199,JVASP-37528,225,Fm-3m,YHoCu2,-0.31753,OptB88vdW,0
38200,JVASP-36856,166,R-3m,VCuO2,-1.74367,OptB88vdW,0
38201,JVASP-36966,6,Pm,RbPbCl3,-1.51001,OptB88vdW,2.526
38202,JVASP-38011,12,C2/m,Na3Mn2SbO6,-1.69715,OptB88vdW,0.3
38203,JVASP-29474,12,C2/m,CdSbS2Br,-0.58198,OptB88vdW,1.629
38204,JVASP-37415,225,Fm-3m,TaZnOs2,-0.15723,OptB88vdW,0
38205,JVASP-36699,12,C2/m,CaMoN3,-0.78794,OptB88vdW,1.016
38206,JVASP-30424,14,P2_1/c,CrAgO4,-1.22289,OptB88vdW,0.651
38207,JVASP-37013,44,Imm2,KO3,-0.71539,OptB88vdW,0.804
38208,JVASP-38019,225,Fm-3m,Al2Cu,-0.23431,OptB88vdW,0
38209,JVASP-30425,13,P2/c,FeS2,-0.17789,OptB88vdW,0
38210,JVASP-46737,5,C2,Li5Si2NiO8,-2.32338,OptB88vdW,0.512
38211,JVASP-36858,167,R-3c,Ca3TiNiO6,-2.82213,OptB88vdW,0.852
38212,JVASP-46868,21,C222,LiSi2NiO6,-2.20148,OptB88vdW,0.184
38213,JVASP-36899,1,P1,KGeCl3,-1.32951,OptB88vdW,1.361
38214,JVASP-39464,63,Cmcm,HoNiGe2,-0.67998,OptB88vdW,0
38215,JVASP-36873,216,F-43m,BSb,0.37421,OptB88vdW,0.945
38216,JVASP-46958,40,Ama2,VOF,-2.69848,OptB88vdW,0
38217,JVASP-37529,225,Fm-3m,YbSmPd2,-0.92975,OptB88vdW,0
38218,JVASP-45178,11,P2_1/m,Li3FeSiBO7,-2.26991,OptB88vdW,0
38219,JVASP-33846,194,P6_3/mmc,ErCl3,-2.23799,OptB88vdW,3.294
38220,JVASP-46795,11,P2_1/m,Li2ScPCO7,-2.47615,OptB88vdW,4.344
38221,JVASP-29609,186,P6_3mc,Hg3AsSe4I,-0.08166,OptB88vdW,1.143
38222,JVASP-37174,225,Fm-3m,Na3N,0.3119,OptB88vdW,0
38223,JVASP-30126,33,Pna2_1,MoO3,-2.10772,OptB88vdW,1.927
38224,JVASP-47262,1,P1,VF5,-2.73625,OptB88vdW,3.106
38225,JVASP-29979,160,R3m,NdPb6F15,-2.81348,OptB88vdW,4.58
38226,JVASP-37048,216,F-43m,Ti2MnAl,-0.18761,OptB88vdW,0.17
38227,JVASP-46323,63,Cmcm,ScCrO4,-2.66357,OptB88vdW,0
38228,JVASP-46948,148,R-3,Na4Ni3O7,-1.32655,OptB88vdW,0
38229,JVASP-5647,2,P-1,UBr5,-1.25509,OptB88vdW,0.314
38230,JVASP-40219,2,P-1,CoMoH2SeO7,-1.31074,OptB88vdW,0.193
38231,JVASP-46445,166,R-3m,Mn3CrO8,-1.75114,OptB88vdW,0
38232,JVASP-46865,63,Cmcm,LiV2F5,-2.65961,OptB88vdW,0.997
38233,JVASP-4301,11,P2_1/m,P2O3,-1.60119,OptB88vdW,3.82
38234,JVASP-45918,148,R-3,LiFeC2O6,-1.53361,OptB88vdW,0
38235,JVASP-46080,227,Fd-3m,Dy2Pb2O7,-2.29285,OptB88vdW,1.033
38236,JVASP-47066,227,Fd-3m,V2CoO4,-1.93065,OptB88vdW,0
38237,JVASP-45848,8,Cm,LiCo2CuO6,-1.09576,OptB88vdW,0
38238,JVASP-33845,194,P6_3/mmc,SmCl3,-2.22722,OptB88vdW,3.104
38239,JVASP-45991,36,Cmc2_1,SmTaO4,-3.40877,OptB88vdW,3.545
38240,JVASP-46790,64,Cmce,Li2TiCr2O6,-2.44482,OptB88vdW,0.823
38241,JVASP-45174,2,P-1,Li5Fe2Cu3O10,-1.52392,OptB88vdW,0
38242,JVASP-46734,150,P321,LiMn2F6,-2.66618,OptB88vdW,0
38243,JVASP-45746,11,P2_1/m,Na2SmPCO7,-2.453,OptB88vdW,4.544
38244,JVASP-46659,11,P2_1/m,Li2CuNiP2O8,-1.93138,OptB88vdW,0
38245,JVASP-44367,11,P2_1/m,Li2VBPO7,-2.40026,OptB88vdW,0.307
38246,JVASP-32186,148,R-3,CoH9C3N6,-0.1303,OptB88vdW,2.628
38247,JVASP-36871,225,Fm-3m,BaC,1.19815,OptB88vdW,0
38248,JVASP-37750,187,P-6m2,NbTe,-0.10663,OptB88vdW,0
38249,JVASP-30727,166,R-3m,BiO2,-0.95159,OptB88vdW,0
38250,JVASP-31903,2,P-1,GaCl3,-1.07468,OptB88vdW,3.919
38251,JVASP-36981,11,P2_1/m,TlGeF3,-2.12913,OptB88vdW,3.436
38252,JVASP-37139,186,P6_3mc,NbN,-0.81843,OptB88vdW,0
38253,JVASP-29611,164,P-3m1,Cr3Te4,-0.09309,OptB88vdW,0
38254,JVASP-47264,227,Fd-3m,ZnCo2O4,-1.37526,OptB88vdW,0.745
38255,JVASP-46446,35,Cmm2,AlCrO4,-2.42433,OptB88vdW,0.213
38256,JVASP-46336,227,Fd-3m,VCr2O4,-1.99121,OptB88vdW,0
38257,JVASP-46949,141,I4_1/amd,NaMnO2,-1.83346,OptB88vdW,0.26
38258,JVASP-35202,227,Fd-3m,SiGe2N4,-0.28674,OptB88vdW,1.65
38259,JVASP-41407,225,Fm-3m,Dy2IrPd,-0.99513,OptB88vdW,0
38260,JVASP-46866,160,R3m,LiMn5O3F5,-1.97866,OptB88vdW,0.323
38261,JVASP-46664,12,C2/m,Ca5MnO6,-2.93756,OptB88vdW,1.485
38262,JVASP-41103,225,Fm-3m,Ta2MoRu,-0.36161,OptB88vdW,0
38263,JVASP-33501,62,Pnma,BH4NF4,-1.78746,OptB88vdW,8.061
38264,JVASP-46081,227,Fd-3m,Ho2Bi2O7,-2.2853,OptB88vdW,0
38265,JVASP-30728,166,R-3m,SnO2,-1.59113,OptB88vdW,1.619
38266,JVASP-37094,194,P6_3/mmc,RuN,0.51819,OptB88vdW,0
38267,JVASP-40220,148,R-3,TiMnH12O6F6,-1.65257,OptB88vdW,0.476
38268,JVASP-45175,186,P6_3mc,LiCr2O4,-2.19062,OptB88vdW,0
38269,JVASP-46735,20,C222_1,LiFeSiO4,-2.21453,OptB88vdW,1.133
38270,JVASP-45919,14,P2_1/c,FeOF,-1.6896,OptB88vdW,0
38271,JVASP-47067,60,Pbcn,LiMnPO4,-2.17501,OptB88vdW,1.651
38272,JVASP-37175,191,P6/mmm,Na3N,0.13313,OptB88vdW,0
38273,JVASP-45849,9,Cc,LiCoPO4,-1.90851,OptB88vdW,0.814
38274,JVASP-37882,225,Fm-3m,Dy2ZnHg,-0.36641,OptB88vdW,0
38275,JVASP-37052,216,F-43m,Ti2CoSi,-0.32428,OptB88vdW,0
38276,JVASP-44368,2,P-1,CoPHO5,-1.48941,OptB88vdW,0
38277,JVASP-32188,88,I4_1/a,H4INO4,-0.37634,OptB88vdW,2.44
38278,JVASP-37463,225,Fm-3m,YNbRu2,-0.31633,OptB88vdW,0
38279,JVASP-45750,11,P2_1/m,TbNa2PCO7,-2.47186,OptB88vdW,4.629
38280,JVASP-29612,156,P3m1,CdI2,-0.58085,OptB88vdW,2.158
38281,JVASP-179,166,R-3m,GeI2,-0.3602,OptB88vdW,2.062
38282,JVASP-36872,187,P-6m2,BOs,-0.2083,OptB88vdW,0
38283,JVASP-46794,2,P-1,LiMnO2,-1.99998,OptB88vdW,0
38284,JVASP-38767,225,Fm-3m,HoPaOs2,-0.35433,OptB88vdW,0
38285,JVASP-41107,225,Fm-3m,NpCdPt2,-0.41733,OptB88vdW,0
38286,JVASP-46343,119,I-4m2,Li2TiVO4,-2.6584,OptB88vdW,0
38287,JVASP-29664,187,P-6m2,NbSe2,-0.85372,OptB88vdW,0
38288,JVASP-46956,8,Cm,Li3V3CrO8,-2.33996,OptB88vdW,0
38289,JVASP-33878,62,Pnma,H2C,-0.14062,OptB88vdW,6.554
38290,JVASP-45920,14,P2_1/c,MnOF,-2.0867,OptB88vdW,0
38291,JVASP-46736,5,C2,LiCo2P2O8,-1.81119,OptB88vdW,0.014
38292,JVASP-47069,74,Imma,LiMnFeO4,-1.85215,OptB88vdW,0
38293,JVASP-46867,139,I4/mmm,Li3Ni4O4F3,-1.67926,OptB88vdW,0
38294,JVASP-32189,88,I4_1/a,ReH4NO4,-1.11504,OptB88vdW,4.01
38295,JVASP-40221,225,Fm-3m,BeSiOs2,-0.22932,OptB88vdW,0
38296,JVASP-37140,194,P6_3/mmc,NbN,-1.06821,OptB88vdW,0
38297,JVASP-37464,140,I4/mcm,Sr3SiO5,-3.19579,OptB88vdW,4.218
38298,JVASP-46447,11,P2_1/m,Na2VBPO7,-2.33337,OptB88vdW,0.131
38299,JVASP-46665,15,C2/c,Li4MnF7,-2.89136,OptB88vdW,1.172
38300,JVASP-46355,85,P4/n,NbVO5,-2.58961,OptB88vdW,1.762
38301,JVASP-44371,11,P2_1/m,Li2MnBPO7,-2.2483,OptB88vdW,1.353
38302,JVASP-45756,11,P2_1/m,Na3ZnPCO7,-2.05012,OptB88vdW,4.127
38303,JVASP-41408,225,Fm-3m,Dy2RuRh,-0.67972,OptB88vdW,0
38304,JVASP-37751,221,Pm-3m,K3Cd,-0.02744,OptB88vdW,0
38305,JVASP-290,186,P6_3mc,SnS2,-0.43898,OptB88vdW,1.101
38306,JVASP-46356,12,C2/m,Ho2V2O7,-3.15209,OptB88vdW,0.297
38307,JVASP-45921,14,P2_1/c,VOF,-2.71198,OptB88vdW,0
38308,JVASP-32062,137,P4_2/nmc,ZnB8H8N4,0.93837,OptB88vdW,0
38309,JVASP-37883,221,Pm-3m,CaBO3,-1.85253,OptB88vdW,0
38310,JVASP-41109,225,Fm-3m,Yb2SnHg,-0.73831,OptB88vdW,0.031
38311,JVASP-46667,1,P1,Li2VCrP4O14,-2.34603,OptB88vdW,0.168
38312,JVASP-44373,7,Pc,Li2AlFeO4,-2.33894,OptB88vdW,1.402
38313,JVASP-37176,51,Pmma,MoPt,-0.33309,OptB88vdW,0
38314,JVASP-46084,139,I4/mmm,Dy2SeO2,-3.28058,OptB88vdW,2.222
38315,JVASP-37885,221,Pm-3m,CaBeO3,-2.09857,OptB88vdW,0
38316,JVASP-40222,225,Fm-3m,LiDyTl2,-0.33857,OptB88vdW,0
38317,JVASP-46959,2,P-1,Li4Co3O2F6,-2.16391,OptB88vdW,0
38318,JVASP-38773,225,Fm-3m,Pm2SnHg,-0.5668,OptB88vdW,0
38319,JVASP-37278,129,P4/nmm,SmFeP,-0.96254,OptB88vdW,0.09
38320,JVASP-37095,194,P6_3/mmc,AgN,1.47196,OptB88vdW,0
38321,JVASP-37053,216,F-43m,Ti2CoGe,-0.26023,OptB88vdW,0
38322,JVASP-37752,225,Fm-3m,PmYAl2,-0.43184,OptB88vdW,0
38323,JVASP-45923,1,P1,V4P2O13,-2.42119,OptB88vdW,0
38324,JVASP-41110,225,Fm-3m,PaAgTe2,-0.39897,OptB88vdW,0
38325,JVASP-45761,11,P2_1/m,Na2LuPCO7,-2.49481,OptB88vdW,4.736
38326,JVASP-30493,129,P4/nmm,ScBrO,-2.90353,OptB88vdW,3.393
38327,JVASP-41409,225,Fm-3m,LuMgCd2,-0.2879,OptB88vdW,0
38328,JVASP-46796,4,P2_1,Li3CrPCO7,-2.07833,OptB88vdW,1.259
38329,JVASP-37141,51,Pmma,NbPt,-0.62757,OptB88vdW,0
38330,JVASP-46965,1,P1,V4O3F9,-2.8678,OptB88vdW,0
38331,JVASP-36982,1,P1,TlGeF3,-2.10456,OptB88vdW,3.305
38332,JVASP-46738,6,Pm,Li4MnNi3P4O16,-2.02588,OptB88vdW,0.254
38333,JVASP-29225,61,Pbca,CuP2H4O4,-0.95268,OptB88vdW,0.738
38334,JVASP-46669,14,P2_1/c,Li2VC2O6,-1.81996,OptB88vdW,1.201
38335,JVASP-45992,194,P6_3/mmc,YHO2,-2.71476,OptB88vdW,4.361
38336,JVASP-38774,225,Fm-3m,LiLuPd2,-0.79676,OptB88vdW,0
38337,JVASP-46087,139,I4/mmm,Yb2TeO2,-2.32642,OptB88vdW,0
38338,JVASP-37177,186,P6_3mc,MoN,-0.3033,OptB88vdW,0
38339,JVASP-29613,156,P3m1,CuI,-0.14538,OptB88vdW,1.648
38340,JVASP-37887,225,Fm-3m,Dy2InHg,-0.42738,OptB88vdW,0
38341,JVASP-5413,166,R-3m,TbBr,-1.2532,OptB88vdW,0
38342,JVASP-33847,194,P6_3/mmc,SmI3,-1.35631,OptB88vdW,1.614
38343,JVASP-46971,1,P1,Mn6O7F5,-2.03356,OptB88vdW,0
38344,JVASP-46739,1,P1,LiFe2P2O8,-2.00485,OptB88vdW,0.083
38345,JVASP-41410,225,Fm-3m,Th2BiTe,-0.86943,OptB88vdW,0
38346,JVASP-45762,14,P2_1/c,LiVCO4,-2.00183,OptB88vdW,0
38347,JVASP-37142,194,P6_3/mmc,NbC,-0.16948,OptB88vdW,0
38348,JVASP-46797,63,Cmcm,Mn2Si2O7,-2.28405,OptB88vdW,0.134
38349,JVASP-46671,8,Cm,Li3TiV3O8,-2.54461,OptB88vdW,0
38350,JVASP-45993,198,P2_13,Rb3SbO3,-1.67158,OptB88vdW,3.329
38351,JVASP-37055,216,F-43m,Ti2AlFe,-0.24724,OptB88vdW,0
38352,JVASP-30314,176,P6_3/m,Si3Sb2O9,-2.38954,OptB88vdW,4.23
38353,JVASP-46869,139,I4/mmm,Li2VF4,-2.85438,OptB88vdW,0.791
38354,JVASP-46972,12,C2/m,NaMn3O4,-1.58358,OptB88vdW,0
38355,JVASP-29665,72,Ibam,AgN3,0.5985,OptB88vdW,1.899
38356,JVASP-30494,129,P4/nmm,SnBrCl,-0.84028,OptB88vdW,1.354
38357,JVASP-37058,216,F-43m,Ti2AlCu,-0.04618,OptB88vdW,0
38358,JVASP-37753,225,Fm-3m,HfAlIr2,-0.95018,OptB88vdW,0
38359,JVASP-45183,10,P2/m,LiNi2O4,-1.21045,OptB88vdW,0
38360,JVASP-30495,155,R32,B2C3N6,-0.14424,OptB88vdW,2.088
38361,JVASP-29614,156,P3m1,CdI2,-0.58098,OptB88vdW,2.201
38362,JVASP-47273,3,P2,Li4MnF8,-2.85544,OptB88vdW,2.346
38363,JVASP-5416,147,P-3,Ge2S3I2,-0.30249,OptB88vdW,2.023
38364,JVASP-37889,187,P-6m2,PmY,0.02117,OptB88vdW,0
38365,JVASP-40436,225,Fm-3m,Er2NiOs,-0.46652,OptB88vdW,0
38366,JVASP-46090,164,P-3m1,Dy2SeO2,-3.32416,OptB88vdW,2.192
38367,JVASP-46875,1,P1,Li3V4O5F7,-2.79613,OptB88vdW,0.032
38368,JVASP-37179,225,Fm-3m,MnSiNi2,-0.27104,OptB88vdW,0
38369,JVASP-32826,15,C2/c,CNCl,0.06167,OptB88vdW,3.496
38370,JVASP-46672,186,P6_3mc,Mn4OF6,-2.16947,OptB88vdW,1.429
38371,JVASP-46798,2,P-1,Cr5Si4O14,-2.24619,OptB88vdW,0
38372,JVASP-45763,11,P2_1/m,Na2TmPCO7,-2.48956,OptB88vdW,4.708
38373,JVASP-46982,1,P1,Mn6OF11,-2.34957,OptB88vdW,0
38374,JVASP-37143,194,P6_3/mmc,NbC,-0.38776,OptB88vdW,0
38375,JVASP-37465,194,P6_3/mmc,Tm3Si,-0.25398,OptB88vdW,0
38376,JVASP-46885,162,P-31m,Li3VF6,-3.01163,OptB88vdW,0
38377,JVASP-47274,71,Immm,Li5MnF8,-2.93134,OptB88vdW,0.795
38378,JVASP-38775,225,Fm-3m,TbCdAu2,-0.7232,OptB88vdW,0
38379,JVASP-45184,64,Cmce,Li2Cr3O6,-2.07082,OptB88vdW,0.091
38380,JVASP-30315,14,P2_1/c,MnP4,-0.3149,OptB88vdW,0
38381,JVASP-30496,167,R-3c,B2C3N6,-0.15697,OptB88vdW,2.011
38382,JVASP-45767,59,Pmmn,LiMnF5,-2.59353,OptB88vdW,0.08
38383,JVASP-46094,164,P-3m1,Sr5Ta4O15,-3.29001,OptB88vdW,3.006
38384,JVASP-4438,148,R-3,CrSiTe3,-0.14145,OptB88vdW,0.553
38385,JVASP-30731,2,P-1,CrW2O8,-2.00583,OptB88vdW,0
38386,JVASP-46983,139,I4/mmm,Li3Co2O2F3,-2.13195,OptB88vdW,0
38387,JVASP-37279,194,P6_3/mmc,SmBi3,-0.40038,OptB88vdW,0
38388,JVASP-47275,62,Pnma,CrOF,-2.29415,OptB88vdW,0.884
38389,JVASP-46799,2,P-1,Mn5Si4O14,-2.22508,OptB88vdW,0
38390,JVASP-41411,225,Fm-3m,TmMgAu2,-0.84492,OptB88vdW,0
38391,JVASP-46673,62,Pnma,Mn2OF3,-2.21887,OptB88vdW,0.112
38392,JVASP-46888,166,R-3m,Li4Cr3FeO8,-2.10483,OptB88vdW,0
38393,JVASP-45185,5,C2,TiV4CoO12,-2.37479,OptB88vdW,0
38394,JVASP-37180,194,P6_3/mmc,MnP,-0.43098,OptB88vdW,0
38395,JVASP-30497,15,C2/c,B2C3N6,-0.16275,OptB88vdW,2.41
38396,JVASP-45768,52,Pnna,LiVF5,-2.93438,OptB88vdW,0.204
38397,JVASP-4409,148,R-3,FePSe3,-0.08541,OptB88vdW,0
38398,JVASP-36902,8,Cm,MnInF3,-2.17181,OptB88vdW,1.39
38399,JVASP-46099,62,Pnma,MgSnO3,-2.21611,OptB88vdW,2.237
38400,JVASP-46991,38,Amm2,Mn3OF5,-2.29632,OptB88vdW,0
38401,JVASP-37096,63,Cmcm,BMo,-0.44301,OptB88vdW,0
38402,JVASP-37181,186,P6_3mc,MnN,-0.3344,OptB88vdW,0
38403,JVASP-37754,139,I4/mmm,Na3Pt,-0.13672,OptB88vdW,0
38404,JVASP-37059,216,F-43m,Ti2MnSn,-0.07281,OptB88vdW,0
38405,JVASP-37466,225,Fm-3m,YErHg2,-0.40707,OptB88vdW,0
38406,JVASP-46674,36,Cmc2_1,Li4MnO3F,-2.18099,OptB88vdW,0.583
38407,JVASP-45924,14,P2_1/c,VOF,-2.63575,OptB88vdW,0
38408,JVASP-46889,2,P-1,Li4Ni3O2F6,-2.1221,OptB88vdW,0.373
38409,JVASP-46801,5,C2,LiMn5Cu2O12,-1.51603,OptB88vdW,0.044
38410,JVASP-36700,12,C2/m,BaWN3,-0.84949,OptB88vdW,1.098
38411,JVASP-29615,139,I4/mmm,Bi2Pd,-0.18748,OptB88vdW,0
38412,JVASP-46102,148,R-3,DyBi3O6,-1.92935,OptB88vdW,2.082
38413,JVASP-41412,225,Fm-3m,LuMgHg2,-0.32,OptB88vdW,0
38414,JVASP-45772,1,P1,LiVCrP4O14,-2.29479,OptB88vdW,0.125
38415,JVASP-30316,14,P2_1/c,NiP4,-0.17759,OptB88vdW,0
38416,JVASP-45225,5,C2,Li5Fe2Ni5O12,-1.44859,OptB88vdW,0.054
38417,JVASP-37182,186,P6_3mc,MnO,-1.17884,OptB88vdW,0
38418,JVASP-46890,1,P1,V3O4F2,-2.63156,OptB88vdW,0
38419,JVASP-45926,14,P2_1/c,CrOF,-2.34788,OptB88vdW,0.253
38420,JVASP-36701,15,C2/c,BaReN3,-0.61529,OptB88vdW,1.826
38421,JVASP-36983,2,P-1,TlInCl3,-1.06049,OptB88vdW,2.138
38422,JVASP-46103,31,Pmn2_1,ZnSeO4,-0.92315,OptB88vdW,2.343
38423,JVASP-46689,148,R-3,Li2Mn7F16,-2.47958,OptB88vdW,1.928
38424,JVASP-37145,225,Fm-3m,NbCr3,0.08996,OptB88vdW,0
38425,JVASP-46803,15,C2/c,LiVF3,-2.71955,OptB88vdW,0.957
38426,JVASP-152,55,Pbam,SiP2,-0.13219,OptB88vdW,1.194
38427,JVASP-37060,131,P4_2/mmc,TcN,0.18812,OptB88vdW,0
38428,JVASP-37097,216,F-43m,Sc2MnSi,-0.19623,OptB88vdW,0
38429,JVASP-45776,14,P2_1/c,LiVF4,-2.98227,OptB88vdW,0.224
38430,JVASP-38816,225,Fm-3m,TbGaRh2,-0.8018,OptB88vdW,0
38431,JVASP-32793,36,Cmc2_1,NbAsPCl13,-0.88074,OptB88vdW,2.268
38432,JVASP-37467,225,Fm-3m,Yb3Rb,0.19623,OptB88vdW,0
38433,JVASP-46893,95,P4_322,LiTiCoO4,-2.20406,OptB88vdW,0
38434,JVASP-45927,6,Pm,Li4MnCr3P4O16,-2.17771,OptB88vdW,0
38435,JVASP-46107,167,R-3c,Ba4ZrO6,-3.06799,OptB88vdW,3.16
38436,JVASP-41413,225,Fm-3m,TmMgCd2,-0.30886,OptB88vdW,0
38437,JVASP-46690,148,R-3,VOF,-2.58648,OptB88vdW,0
38438,JVASP-45226,11,P2_1/m,Na3VPCO7,-2.05302,OptB88vdW,0.994
38439,JVASP-30498,10,P2/m,HfTeSe4,-0.67124,OptB88vdW,0.776
38440,JVASP-46804,156,P3m1,Mn5O5F,-1.53859,OptB88vdW,0
38441,JVASP-46190,227,Fd-3m,Co2HgO4,-0.89326,OptB88vdW,0.461
38442,JVASP-46357,13,P2/c,TaFeO4,-2.32452,OptB88vdW,0.335
38443,JVASP-37183,186,P6_3mc,MnSe,0.19854,OptB88vdW,0
38444,JVASP-40437,194,P6_3/mmc,TcIr3,-0.16,OptB88vdW,0
38445,JVASP-46644,147,P-3,Li14Mn2O9,-1.9204,OptB88vdW,2.187
38446,JVASP-4304,62,Pnma,Rb2Te,-1.08338,OptB88vdW,1.61
38447,JVASP-46894,160,R3m,Li3Co3OF7,-2.21011,OptB88vdW,0.444
38448,JVASP-37146,139,I4/mmm,NbFe3,0.02582,OptB88vdW,0
38449,JVASP-30499,164,P-3m1,C,0.0374,OptB88vdW,0.001
38450,JVASP-36985,221,Pm-3m,MgTlF3,-3.02441,OptB88vdW,4.802
38451,JVASP-45929,74,Imma,LiVCoO4,-2.06817,OptB88vdW,0
38452,JVASP-46993,71,Immm,Na2NiO2,-1.36225,OptB88vdW,0.679
38453,JVASP-45777,62,Pnma,LiVSiO4,-2.56254,OptB88vdW,0
38454,JVASP-44801,167,R-3c,Mn2O3,-1.74308,OptB88vdW,0
38455,JVASP-37184,123,P4/mmm,MnFe3,0.06498,OptB88vdW,0
38456,JVASP-41414,225,Fm-3m,LiScPt2,-1.04347,OptB88vdW,0
38457,JVASP-13756,127,P4/mbm,TbB4,0.50346,OptB88vdW,0
38458,JVASP-46191,12,C2/m,Li2FeBO4,-2.05362,OptB88vdW,0.152
38459,JVASP-36986,11,P2_1/m,TlGeCl3,-0.95512,OptB88vdW,3.173
38460,JVASP-5428,166,R-3m,GeBi2Te4,-0.19462,OptB88vdW,0.61
38461,JVASP-46808,15,C2/c,LiCoSi2O6,-2.35127,OptB88vdW,0.903
38462,JVASP-46362,62,Pnma,MgCoO3,-1.79599,OptB88vdW,0
38463,JVASP-38817,225,Fm-3m,NpCdAu2,-0.29675,OptB88vdW,0
38464,JVASP-44828,5,C2,Li5CrO5,-2.11695,OptB88vdW,0.139
38465,JVASP-46741,74,Imma,Li2MnVO4,-2.20255,OptB88vdW,0
38466,JVASP-37069,225,Fm-3m,TbH3,-0.59263,OptB88vdW,0
38467,JVASP-46896,76,P4_1,LiVOF3,-2.89326,OptB88vdW,0.298
38468,JVASP-40673,43,Fdd2,Li2VO2F,-2.5423,OptB88vdW,0
38469,JVASP-46109,227,Fd-3m,Y2Ge2O7,-2.82618,OptB88vdW,3.198
38470,JVASP-45931,166,R-3m,Li3TiCo3O8,-1.91097,OptB88vdW,0.635
38471,JVASP-45228,4,P2_1,Na3FePCO7,-1.92951,OptB88vdW,0.028
38472,JVASP-46997,10,P2/m,VOF,-2.67047,OptB88vdW,0
38473,JVASP-45779,30,Pnc2,Li2VOF3,-2.84888,OptB88vdW,0.082
38474,JVASP-36987,8,Cm,TlGeCl3,-0.92959,OptB88vdW,1.688
38475,JVASP-36905,11,P2_1/m,RbSeBr3,-0.81491,OptB88vdW,1.605
38476,JVASP-45994,12,C2/m,BaY2F8,-4.31741,OptB88vdW,7.307
38477,JVASP-37468,221,Pm-3m,Yb3Rb,0.19585,OptB88vdW,0
38478,JVASP-41415,225,Fm-3m,Be2NiIr,-0.57974,OptB88vdW,0
38479,JVASP-46194,166,R-3m,LiMn4O8,-1.85681,OptB88vdW,0
38480,JVASP-44859,15,C2/c,Li4CrO5,-2.14703,OptB88vdW,1.152
38481,JVASP-40438,225,Fm-3m,ThCdHg2,-0.14852,OptB88vdW,0
38482,JVASP-5431,11,P2_1/m,SNCl,0.28152,OptB88vdW,2.08
38483,JVASP-30455,64,Cmce,Co2SbO6,-1.16,OptB88vdW,0
38484,JVASP-46809,15,C2/c,LiMnSi2O6,-2.53946,OptB88vdW,0
